Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2240,Kaden Rodney,eng ENG,DFMF,DF,Crystal Palace,eng Premier League,20,2004,0,0,0,0,0,0,0,0,0,0,0
2241,Joe Rodon,wls WAL,DF,DF,Leeds United,eng Premier League,27,1997,32.8,2,18,7,38.9,0.55,0.21,0.11,0.29,0,0
2242,Rodri,es ESP,MF,MF,Manchester City,eng Premier League,29,1996,16.8,1,16,3,18.8,0.95,0.18,0.06,0.33,0,0
2243,Álvaro Rodríguez,uy URU,FW,FW,Elche,es La Liga,21,2004,24.5,7,75,24,32,3.07,0.98,0.09,0.29,0,0
2244,Damián Rodríguez,es ESP,MF,MF,Celta Vigo,es La Liga,22,2003,1.7,0,3,0,0,1.8,0,0,0,0,0
2245,Dani Rodríguez,es ESP,FWMF,FW,Mallorca,es La Liga,37,1988,0.8,0,1,0,0,1.32,0,0,0,0,0
2246,Guido Rodríguez,ar ARG,MF,MF,West Ham,eng Premier League,31,1994,2,0,1,0,0,0.5,0,0,0,0,0
2247,Guido Rodríguez,ar ARG,MF,MF,Valencia,es La Liga,31,1994,14.5,4,15,5,33.3,1.03,0.34,0.27,0.8,0,0
2248,Javi Rodríguez,es ESP,DF,DF,Celta Vigo,es La Liga,22,2003,28.4,0,12,1,8.3,0.42,0.04,0,0,0,0
2249,Jesus Rodríguez,es ESP,MF,MF,Como,it Serie A,19,2005,19.2,2,45,12,26.7,2.34,0.62,0.04,0.17,0,0
2250,Juan Rodríguez,uy URU,DF,DF,Cagliari,it Serie A,20,2005,14.6,1,3,2,66.7,0.21,0.14,0.33,0.5,0,0
2251,Ricardo Rodríguez,ch SUI,DF,DF,Real Betis,es La Liga,32,1992,17.2,0,3,0,0,0.17,0,0,0,0,0
2252,Rodrygo,br BRA,MFFW,MF,Real Madrid,es La Liga,24,2001,7.6,1,27,11,40.7,3.55,1.45,0.04,0.09,0,0
2253,Robin Roefs,nl NED,GK,GK,Sunderland,eng Premier League,22,2003,35,0,0,0,0,0,0,0,0,0,0
2254,Morgan Rogers,eng ENG,MF,MF,Aston Villa,eng Premier League,23,2002,36.4,10,84,32,38.1,2.3,0.88,0.12,0.31,0,0
2255,Merlin Röhl,de GER,MF,MF,Freiburg,de Bundesliga,23,2002,0.7,0,0,0,0,0,0,0,0,0,0
2256,Merlin Röhl,de GER,MF,MF,Everton,eng Premier League,23,2002,7.6,1,11,1,9.1,1.45,0.13,0.09,1,0,0
2257,Filippo Romagna,it ITA,DF,DF,Sassuolo,it Serie A,28,1997,3.5,0,2,0,0,0.58,0,0,0,0,0
2258,Alessio Romagnoli,it ITA,DF,DF,Lazio,it Serie A,30,1995,29.6,0,9,4,44.4,0.3,0.14,0,0,0,0
2259,Leo Román,es ESP,GK,GK,Mallorca,es La Liga,25,2000,33,0,0,0,0,0,0,0,0,0,0
2260,Miguel Román,es ESP,MF,MF,Celta Vigo,es La Liga,22,2002,14.6,1,9,2,22.2,0.62,0.14,0.11,0.5,0,0
2261,Alessandro Romano,ch SUI,MF,MF,Roma,it Serie A,19,2006,0.1,0,0,0,0,0,0,0,0,0,0
2262,Carlos Romero,es ESP,DF,DF,Espanyol,es La Liga,23,2001,35.5,6,42,12,28.6,1.18,0.34,0.14,0.5,0,0
2263,Cristian Romero,ar ARG,DF,DF,Tottenham,eng Premier League,27,1998,20.8,4,17,6,35.3,0.82,0.29,0.24,0.67,0,0
2264,Isaac Romero,es ESP,FWMF,FW,Sevilla,es La Liga,25,2000,16.5,4,41,14,34.1,2.49,0.85,0.1,0.29,0,1
2265,Iván Romero,es ESP,FWMF,FW,Levante,es La Liga,24,2001,25.1,7,59,18,30.5,2.35,0.72,0.12,0.39,0,1
2266,Zaid Romero,ar ARG,DF,DF,Getafe,es La Liga,25,1999,15,1,10,2,20,0.67,0.13,0.1,0.5,0,0
2267,Rômulo,br BRA,FW,FW,RB Leipzig,de Bundesliga,23,2002,24.3,9,63,27,42.9,2.59,1.11,0.14,0.33,0,1
2268,Salomón Rondón,ve VEN,FW,FW,Oviedo,es La Liga,35,1989,11.5,2,24,5,20.8,2.09,0.44,0.08,0.4,0,1
2269,Valentin Rongier,fr FRA,MF,MF,Rennes,fr Ligue 1,30,1994,30.5,2,22,10,45.5,0.72,0.33,0.09,0.2,0,0
2270,Marten de Roon,nl NED,MF,MF,Atalanta,it Serie A,34,1991,29.9,1,16,4,25,0.54,0.13,0.06,0.25,0,0
2271,Pablo Rosario,do DOM,DFMF,DF,Nice,fr Ligue 1,28,1997,0.3,0,2,1,50,6.43,3.21,0,0,0,0
2272,Max Rosenfelder,de GER,DF,DF,Freiburg,de Bundesliga,22,2003,5.5,0,1,0,0,0.18,0,0,0,0,0
2273,Lucas Rosier,fr FRA,FW,FW,Rennes,fr Ligue 1,18,2007,0,0,0,0,0,0,0,0,0,0,0
2274,Valentin Rosier,fr FRA,DFMF,DF,Osasuna,es La Liga,28,1996,28.3,1,19,3,15.8,0.67,0.11,0.05,0.33,0,0
2275,Tom Rothe,de GER,MFDF,MF,Union Berlin,de Bundesliga,20,2004,11.4,2,19,5,26.3,1.66,0.44,0.11,0.4,0,0
2276,Anthony Rouault,fr FRA,DF,DF,Rennes,fr Ligue 1,24,2001,19.2,1,9,3,33.3,0.47,0.16,0.11,0.33,0,0
2277,Nicolò Rovella,it ITA,MF,MF,Lazio,it Serie A,23,2001,5.7,0,1,0,0,0.18,0,0,0,0,0
2278,Jonathan Rowe,eng ENG,MFFW,MF,Bologna,it Serie A,22,2003,17.8,3,48,17,35.4,2.69,0.95,0.06,0.18,0,0
2279,Jonathan Rowe,eng ENG,FW,FW,Marseille,fr Ligue 1,22,2003,0.7,0,5,0,0,7.26,0,0,0,0,0
2280,James Rowswell,eng ENG,DF,DF,Tottenham,eng Premier League,19,2006,0,0,0,0,0,0,0,0,0,0,0
2281,Amir Rrahmani,xk KVX,DF,DF,Napoli,it Serie A,31,1994,19.9,2,15,4,26.7,0.75,0.2,0.13,0.5,0,0
2282,Rubén,es ESP,DFMF,DF,Espanyol,es La Liga,24,2001,9,0,8,1,12.5,0.89,0.11,0,0,0,0
2283,Antonio Rüdiger,de GER,DF,DF,Real Madrid,es La Liga,32,1993,16.6,1,13,1,7.7,0.79,0.06,0.08,1,0,0
2284,Javi Rueda,es ESP,MF,MF,Celta Vigo,es La Liga,23,2002,15.6,2,11,3,27.3,0.71,0.19,0.18,0.67,0,0
2285,Daniele Rugani,it ITA,DF,DF,Fiorentina,it Serie A,31,1994,3.6,0,1,0,0,0.28,0,0,0,0,0
2286,Daniele Rugani,it ITA,DF,DF,Juventus,it Serie A,31,1994,2.8,0,0,0,0,0,0,0,0,0,0
2287,Matteo Ruggeri,it ITA,DF,DF,Atlético Madrid,es La Liga,23,2002,19.7,0,5,2,40,0.25,0.1,0,0,0,0
2288,Aitor Ruibal,es ESP,DFMF,DF,Real Betis,es La Liga,29,1996,20.1,4,31,12,38.7,1.54,0.6,0.13,0.33,0,0
2289,Abel Ruiz,es ESP,FW,FW,Girona,es La Liga,25,2000,2.1,0,5,1,20,2.41,0.48,0,0,0,0
2290,Fabián Ruiz Peña,es ESP,MF,MF,PSG,fr Ligue 1,29,1996,12.6,1,19,4,21.1,1.51,0.32,0.05,0.25,0,0
2291,Gerónimo Rulli,ar ARG,GK,GK,Marseille,fr Ligue 1,33,1992,29,0,1,0,0,0.03,0,0,0,0,0
2292,Iñaki Rupérez,es ESP,DF,DF,Real Sociedad,es La Liga,22,2003,0,0,0,0,0,0,0,0,0,0,0
2293,Jacen Russell-Rowe,ca CAN,FW,FW,Toulouse,fr Ligue 1,22,2002,5.2,1,11,4,36.4,2.1,0.76,0.09,0.25,0,0
2294,Georginio Rutter,fr FRA,MFFW,MF,Brighton,eng Premier League,23,2002,19.8,3,42,14,33.3,2.12,0.71,0.07,0.21,0,0
2295,Mathew Ryan,au AUS,GK,GK,Levante,es La Liga,33,1992,36,0,2,0,0,0.06,0,0,0,0,0
2296,Julian Ryerson,no NOR,MF,MF,Dortmund,de Bundesliga,27,1997,25.2,0,12,1,8.3,0.48,0.04,0,0,0,0
2297,Frederik Rønnow,dk DEN,GK,GK,Union Berlin,de Bundesliga,32,1992,29.3,0,0,0,0,0,0,0,0,0,0
2298,Alexander Røssing-Lelesiit,no NOR,FWMF,FW,Hamburger SV,de Bundesliga,18,2007,3.6,0,2,2,100,0.56,0.56,0,0,0,0
2299,José Sá,pt POR,GK,GK,Wolves,eng Premier League,32,1993,23,0,0,0,0,0,0,0,0,0,0
2300,Elias Saad,tn TUN,MFFW,MF,Augsburg,de Bundesliga,25,1999,5.5,0,6,3,50,1.09,0.54,0,0,0,0
2301,Idrissa Sabaly,fr FRA,MF,MF,Strasbourg,fr Ligue 1,17,2007,0.6,0,1,0,0,1.61,0,0,0,0,0
2302,Stefano Sabelli,it ITA,MFDF,MF,Genoa,it Serie A,32,1993,10.1,0,8,0,0,0.79,0,0,0,0,0
2303,Abdelhamid Sabiri,ma MAR,MF,MF,Fiorentina,it Serie A,28,1996,0.3,0,1,0,0,3.33,0,0,0,0,0
2304,Marcel Sabitzer,at AUT,MF,MF,Dortmund,de Bundesliga,31,1994,20.2,1,20,4,20,0.99,0.2,0.05,0.25,0,0
2305,Noah Sadiki,cd COD,MF,MF,Sunderland,eng Premier League,20,2004,32.1,0,19,5,26.3,0.59,0.16,0,0,0,0
2306,Umar Sadiq,ng NGA,FW,FW,Valencia,es La Liga,28,1997,10.1,4,25,10,40,2.47,0.99,0.16,0.4,0,0
2307,Umar Sadiq,ng NGA,FW,FW,Real Sociedad,es La Liga,28,1997,1.7,0,4,0,0,2.35,0,0,0,0,0
2308,Alexis Saelemaekers,be BEL,MF,MF,Milan,it Serie A,26,1999,31,3,43,11,25.6,1.39,0.36,0.07,0.27,0,0
2309,Matvei Safonov,ru RUS,GK,GK,PSG,fr Ligue 1,26,1999,15,0,0,0,0,0,0,0,0,0,0
2310,Emir Sahiti,xk KVX,FW,FW,Hamburger SV,de Bundesliga,26,1998,1.3,0,0,0,0,0,0,0,0,0,0
2311,Osame Sahraoui,ma MAR,MF,MF,Lille,fr Ligue 1,24,2001,5.6,1,12,4,33.3,2.14,0.71,0.08,0.25,0,0
2312,Wesley Saïd,fr FRA,MF,MF,Lens,fr Ligue 1,30,1995,22.1,12,60,27,45,2.71,1.22,0.18,0.41,1,1
2313,Allan Saint-Maximin,fr FRA,MF,MF,Lens,fr Ligue 1,28,1997,4.6,3,21,3,14.3,4.61,0.66,0.14,1,0,0
2314,Bukayo Saka,eng ENG,FWMF,FW,Arsenal,eng Premier League,23,2001,24.7,7,71,27,38,2.88,1.09,0.08,0.22,1,1
2315,Mathis Saka,fr FRA,FW,FW,Toulouse,fr Ligue 1,18,2006,0.1,0,0,0,0,0,0,0,0,0,0
2316,Álex Sala,es ESP,MF,MF,Lecce,it Serie A,24,2001,1.9,0,4,2,50,2.16,1.08,0,0,0,0
2317,Ibrahim Salah,ma MAR,MF,MF,Rennes,fr Ligue 1,23,2001,0.4,0,1,0,0,2.57,0,0,0,0,0
2318,Mohamed Salah,eg EGY,MF,MF,Liverpool,eng Premier League,33,1992,23.8,7,68,19,27.9,2.85,0.8,0.09,0.32,1,1
2319,Jan Salas,es ESP,MF,MF,Mallorca,es La Liga,19,2005,0.2,0,0,0,0,0,0,0,0,0,0
2320,Kike Salas,es ESP,DF,DF,Sevilla,es La Liga,23,2002,24.5,2,19,8,42.1,0.78,0.33,0.11,0.25,0,0
2321,Manolis Saliakas,gr GRE,MF,MF,St Pauli,de Bundesliga,28,1996,12.3,1,16,3,18.8,1.3,0.24,0.06,0.33,0,0
2322,William Saliba,fr FRA,DF,DF,Arsenal,eng Premier League,24,2001,29,1,5,1,20,0.17,0.03,0.2,1,0,0
2323,José Salinas,es ESP,DF,DF,Espanyol,es La Liga,24,2000,2.9,0,1,0,0,0.35,0,0,0,0,0
2324,Mohammed Salisu,gh GHA,DF,DF,Monaco,fr Ligue 1,26,1999,12,1,8,2,25,0.67,0.17,0.13,0.5,0,0
2325,Lazar Samardzic,rs SRB,MF,MF,Atalanta,it Serie A,23,2002,11.4,2,25,9,36,2.18,0.79,0.08,0.22,0,0
2326,Mbwana Samatta,tz TAN,FW,FW,Le Havre,fr Ligue 1,32,1992,17.1,2,42,16,38.1,2.45,0.93,0.05,0.13,0,0
2327,Mama Samba Baldé,gw GNB,FWMF,FW,Brest,fr Ligue 1,29,1995,8,2,31,5,16.1,3.9,0.63,0.06,0.4,0,0
2328,Brice Samba,fr FRA,GK,GK,Rennes,fr Ligue 1,31,1994,32,0,0,0,0,0,0,0,0,0,0
2329,Albert Sambi Lokonga,be BEL,MF,MF,Hamburger SV,de Bundesliga,25,1999,19,5,19,11,57.9,1,0.58,0.26,0.45,0,0
2330,Antonio Sanabria,py PAR,FW,FW,Cremonese,it Serie A,29,1996,10.5,1,12,4,33.3,1.14,0.38,0.08,0.25,0,0
2331,Oihan Sancet,es ESP,MF,MF,Athletic Club,es La Liga,25,2000,19.9,4,48,15,31.3,2.42,0.76,0.04,0.13,2,2
2332,Álex Sánchez,es ESP,FW,FW,Elche,es La Liga,19,2006,0.1,0,0,0,0,0,0,0,0,0,0
2333,Alexis Sánchez,cl CHI,FWMF,FW,Sevilla,es La Liga,36,1988,14.5,4,25,9,36,1.72,0.62,0.12,0.33,1,1
2334,Antonio Sánchez,es ESP,MFDF,MF,Mallorca,es La Liga,28,1997,11.9,0,6,3,50,0.5,0.25,0,0,0,0
2335,Juanlu Sánchez,es ESP,MFDF,MF,Sevilla,es La Liga,21,2003,22.1,0,14,1,7.1,0.63,0.05,0,0,0,0
2336,Borja Sánchez Laborde,es ESP,MF,MF,Oviedo,es La Liga,29,1996,0.2,0,0,0,0,0,0,0,0,0,0
2337,Manu Sánchez,es ESP,DF,DF,Levante,es La Liga,24,2000,31.3,1,13,4,30.8,0.42,0.13,0.08,0.25,0,0
2338,Robert Sánchez,es ESP,GK,GK,Chelsea,eng Premier League,27,1997,33.8,0,0,0,0,0,0,0,0,0,0
2339,Selton Sánchez,es ESP,MF,MF,Athletic Club,es La Liga,18,2007,2.2,0,4,1,25,1.84,0.46,0,0,0,0
2340,Jadon Sancho,eng ENG,MF,MF,Aston Villa,eng Premier League,25,2000,9.7,0,10,3,30,1.03,0.31,0,0,0,0
2341,Álex Sancris,es ESP,MFFW,MF,Getafe,es La Liga,28,1997,7.9,0,13,5,38.5,1.65,0.64,0,0,0,0
2342,Philipp Sander,de GER,DFMF,DF,Gladbach,de Bundesliga,27,1998,27.2,2,25,8,32,0.92,0.29,0.08,0.25,0,0
2343,James Sands,us USA,MF,MF,St Pauli,de Bundesliga,25,2000,21.5,1,16,4,25,0.74,0.19,0.06,0.25,0,0
2344,Ibou Sané,sn SEN,FWMF,FW,Metz,fr Ligue 1,20,2005,6,1,6,3,50,1,0.5,0.17,0.33,0,0
2345,Sadibou Sané,sn SEN,DF,DF,Metz,fr Ligue 1,21,2004,21.6,2,6,2,33.3,0.28,0.09,0.33,1,0,0
2346,Arouna Sangante,sn SEN,DF,DF,Le Havre,fr Ligue 1,23,2002,25.8,1,9,5,55.6,0.35,0.19,0.11,0.2,0,0
2347,Buba Sangaré,es ESP,DFMF,DF,Elche,es La Liga,17,2007,6,0,2,0,0,0.33,0,0,0,0,0
2348,Ibrahim Sangaré,ci CIV,MF,MF,Nottingham,eng Premier League,27,1997,23.1,2,16,5,31.3,0.69,0.22,0.13,0.4,0,0
2349,Mamadou Sangare,ml MLI,MF,MF,Lens,fr Ligue 1,23,2002,25.8,3,53,14,26.4,2.05,0.54,0.06,0.21,0,0
2350,Nhoa Sangui,fr FRA,DF,DF,Paris FC,fr Ligue 1,19,2006,19.3,0,4,1,25,0.21,0.05,0,0,0,0
2351,Maroan Sannadi,ma MAR,FW,FW,Athletic Club,es La Liga,24,2001,3.2,1,8,4,50,2.5,1.25,0.13,0.25,0,0
2352,Kaishū Sano,jp JPN,MF,MF,Mainz 05,de Bundesliga,24,2000,34,1,24,6,25,0.71,0.18,0.04,0.17,0,0
2353,Morgan Sanson,fr FRA,MF,MF,Nice,fr Ligue 1,30,1994,19.7,0,19,4,21.1,0.97,0.2,0,0,0,0
2354,Baptiste Santamaria,fr FRA,MF,MF,Valencia,es La Liga,30,1995,8.4,1,6,2,33.3,0.72,0.24,0.17,0.5,0,0
2355,Yago Santiago,es ESP,MF,MF,Elche,es La Liga,22,2003,3.1,0,2,0,0,0.64,0,0,0,0,0
2356,Yellu Santiago,es ESP,MF,MF,Hellas Verona,it Serie A,21,2004,0.1,0,2,1,50,30,15,0,0,0,0
2357,Alisson Santos,br BRA,MFFW,MF,Napoli,it Serie A,22,2002,9.3,4,29,16,55.2,3.13,1.73,0.14,0.25,0,0
2358,Andrey Santos,br BRA,MF,MF,Chelsea,eng Premier League,21,2004,14,1,11,2,18.2,0.79,0.14,0.09,0.5,0,0
2359,Kauã Santos,br BRA,GK,GK,Frankfurt,de Bundesliga,22,2003,12,0,0,0,0,0,0,0,0,0,0
2360,Tiago Santos,pt POR,DF,DF,Lille,fr Ligue 1,23,2002,7.9,0,9,0,0,1.14,0,0,0,0,0
2361,Bara Sapoko Ndiaye,sn SEN,MF,MF,Bayern Munich,de Bundesliga,17,2007,1.6,0,0,0,0,0,0,0,0,0,0
2362,Renzo Saravia,ar ARG,DF,DF,Valencia,es La Liga,32,1993,3.9,0,1,0,0,0.26,0,0,0,0,0
2363,Alejo Sarco,ar ARG,FW,FW,Gladbach,de Bundesliga,19,2006,0.6,0,2,0,0,3.4,0,0,0,0,0
2364,Alejo Sarco,ar ARG,FW,FW,Leverkusen,de Bundesliga,19,2006,0.8,0,2,0,0,2.43,0,0,0,0,0
2365,Jeremy Sarmiento,ec ECU,MF,MF,Cremonese,it Serie A,23,2002,1.6,0,2,2,100,1.27,1.27,0,0,0,0
2366,Amin Sarr,se SWE,FWMF,FW,Hellas Verona,it Serie A,24,2001,12.2,0,19,6,31.6,1.55,0.49,0,0,0,0
2367,Bouna Sarr,sn SEN,MFDF,MF,Metz,fr Ligue 1,33,1992,9.9,0,15,3,20,1.51,0.3,0,0,0,0
2368,Ismaila Sarr,sn SEN,MF,MF,Crystal Palace,eng Premier League,27,1998,24.2,9,48,21,43.8,1.99,0.87,0.13,0.29,3,3
2369,Malang Sarr,fr FRA,DF,DF,Lens,fr Ligue 1,26,1999,32.5,0,23,5,21.7,0.71,0.15,0,0,0,0
2370,Mamadou Sarr,sn SEN,DF,DF,Strasbourg,fr Ligue 1,19,2005,14.5,0,1,0,0,0.07,0,0,0,0,0
2371,Mamadou Sarr,sn SEN,DF,DF,Chelsea,eng Premier League,19,2005,1.1,0,1,0,0,0.88,0,0,0,0,0
2372,Martin Satriano,uy URU,FWMF,FW,Getafe,es La Liga,24,2001,17.8,6,35,14,40,1.97,0.79,0.17,0.43,0,0
2373,Martin Satriano,uy URU,FW,FW,Lyon,fr Ligue 1,24,2001,7.7,2,16,7,43.8,2.08,0.91,0.13,0.29,0,0
2374,Mario Sauer,sk SVK,MF,MF,Toulouse,fr Ligue 1,21,2004,7.2,1,14,3,21.4,1.94,0.41,0.07,0.33,0,0
2375,Razvan Sava,ro ROU,GK,GK,Udinese,it Serie A,23,2002,6.9,0,0,0,0,0,0,0,0,0,0
2376,Sávio,br BRA,MF,MF,Manchester City,eng Premier League,21,2004,9.3,1,20,11,55,2.16,1.19,0.05,0.09,0,0
2377,Nicolò Savona,it ITA,DF,DF,Nottingham,eng Premier League,22,2003,11.4,2,5,3,60,0.44,0.26,0.4,0.67,0,0
2378,Amine Sbai,ma MAR,MFFW,MF,Angers,fr Ligue 1,24,2000,20.2,3,34,16,47.1,1.68,0.79,0.09,0.19,0,1
2379,Joe Scally,us USA,DFMF,DF,Gladbach,de Bundesliga,22,2002,29,2,16,10,62.5,0.55,0.35,0.13,0.2,0,0
2380,Giorgio Scalvini,it ITA,DF,DF,Atalanta,it Serie A,21,2003,20.1,3,20,6,30,1,0.3,0.15,0.5,0,0
2381,Gianluca Scamacca,it ITA,FW,FW,Atalanta,it Serie A,26,1999,14.6,10,57,22,38.6,3.9,1.51,0.14,0.36,2,2
2382,Oliver Scarles,eng ENG,DFMF,DF,West Ham,eng Premier League,19,2005,7.3,0,3,0,0,0.41,0,0,0,0,0
2383,Dane Scarlett,eng ENG,FW,FW,Tottenham,eng Premier League,21,2004,0.1,0,0,0,0,0,0,0,0,0,0
2384,Kevin Schade,de GER,MFFW,MF,Brentford,eng Premier League,23,2001,30.5,8,57,24,42.1,1.87,0.79,0.14,0.33,0,1
2385,András Schäfer,hu HUN,MF,MF,Union Berlin,de Bundesliga,26,1999,15.8,2,27,10,37,1.71,0.63,0.07,0.2,0,0
2386,Fabian Schär,ch SUI,DF,DF,Newcastle,eng Premier League,33,1991,12.1,0,17,4,23.5,1.4,0.33,0,0,0,0
2387,Fynn Schenten,de GER,FW,FW,Köln,de Bundesliga,17,2007,1.1,0,1,0,0,0.9,0,0,0,0,0
2388,Derry Scherhant,de GER,MF,MF,Freiburg,de Bundesliga,22,2002,14.5,5,36,13,36.1,2.49,0.9,0.14,0.38,0,0
2389,Patrik Schick,cz CZE,FW,FW,Leverkusen,de Bundesliga,29,1996,22.1,16,72,34,47.2,3.26,1.54,0.17,0.35,4,5
2390,Stefan Schimmer,de GER,FW,FW,Heidenheim,de Bundesliga,31,1994,9.1,5,32,12,37.5,3.51,1.32,0.16,0.42,0,0
2391,Xaver Schlager,at AUT,MF,MF,RB Leipzig,de Bundesliga,27,1997,20.4,3,21,7,33.3,1.03,0.34,0.14,0.43,0,0
2392,Keven Schlotterbeck,de GER,DF,DF,Augsburg,de Bundesliga,28,1997,22.6,0,12,3,25,0.53,0.13,0,0,0,1
2393,Nico Schlotterbeck,de GER,DF,DF,Dortmund,de Bundesliga,25,1999,28,5,32,9,28.1,1.14,0.32,0.16,0.56,0,0
2394,Mick Schmetgens,de GER,MF,MF,Werder Bremen,de Bundesliga,17,2007,0.4,0,0,0,0,0,0,0,0,0,0
2395,Romano Schmid,at AUT,MFFW,MF,Werder Bremen,de Bundesliga,25,2000,33.1,4,57,21,36.8,1.72,0.63,0.02,0.05,3,4
2396,Isaac Schmidt,ch SUI,MFDF,MF,Werder Bremen,de Bundesliga,25,1999,7.6,1,5,2,40,0.66,0.26,0.2,0.5,0,0
2397,Joël Schmied,ch SUI,DF,DF,Köln,de Bundesliga,26,1998,12,0,5,0,0,0.42,0,0,0,0,0
2398,Tim Schnitzer,de GER,MF,MF,Augsburg,de Bundesliga,17,2008,0.1,0,0,0,0,0,0,0,0,0,0
2399,Jan Schöppner,de GER,MF,MF,Heidenheim,de Bundesliga,26,1999,25,3,25,7,28,1,0.28,0.12,0.43,0,0
2400,Marvin Schwäbe,de GER,GK,GK,Köln,de Bundesliga,30,1995,34,0,0,0,0,0,0,0,0,0,0
2401,Léo Scienza,br BRA,MF,MF,Heidenheim,de Bundesliga,26,1998,2,1,4,1,25,2,0.5,0.25,1,0,0
2402,Alex Scott,eng ENG,MF,MF,Bournemouth,eng Premier League,21,2003,31.7,3,44,13,29.5,1.39,0.41,0.07,0.23,0,0
2403,Simone Scuffet,it ITA,GK,GK,Pisa,it Serie A,29,1996,7,0,0,0,0,0,0,0,0,0,0
2404,Sebastian Sebulonsen,no NOR,DFMF,DF,Köln,de Bundesliga,25,2000,27.8,0,31,5,16.1,1.12,0.18,0,0,0,0
2405,Jenson Seelt,nl NED,DF,DF,Wolfsburg,de Bundesliga,22,2003,7.6,0,2,0,0,0.26,0,0,0,0,0
2406,Jenson Seelt,nl NED,DF,DF,Sunderland,eng Premier League,22,2003,1.5,0,0,0,0,0,0,0,0,0,0
2407,Alidu Seidu,gh GHA,DF,DF,Rennes,fr Ligue 1,25,2000,13.2,0,5,1,20,0.38,0.08,0,0,0,0
2408,Taufik Seidu,es ESP,MF,MF,Atlético Madrid,es La Liga,17,2008,0.3,0,0,0,0,0,0,0,0,0,0
2409,Nicolas Seiwald,at AUT,MF,MF,RB Leipzig,de Bundesliga,24,2001,29.9,0,20,7,35,0.67,0.23,0,0,0,0
2410,Ayumu Seko,jp JPN,MFDF,MF,Le Havre,fr Ligue 1,25,2000,29.2,0,17,6,35.3,0.58,0.21,0,0,0,0
2411,Matz Sels,be BEL,GK,GK,Nottingham,eng Premier League,33,1992,29.6,0,0,0,0,0,0,0,0,0,0
2412,Antoine Semenyo,gh GHA,MF,MF,Bournemouth,eng Premier League,25,2000,20,10,49,27,55.1,2.45,1.35,0.18,0.33,1,2
2413,Antoine Semenyo,gh GHA,MFFW,MF,Manchester City,eng Premier League,25,2000,15.5,7,34,14,41.2,2.19,0.9,0.21,0.5,0,0
2414,Adrian Šemper,hr CRO,GK,GK,Pisa,it Serie A,27,1998,25,0,0,0,0,0,0,0,0,0,0
2415,Marvin Senaya,gh GHA,DFMF,DF,Auxerre,fr Ligue 1,24,2001,19.8,1,15,5,33.3,0.76,0.25,0.07,0.2,0,0
2416,Marcos Senesi,ar ARG,DF,DF,Bournemouth,eng Premier League,28,1997,36.5,0,17,5,29.4,0.47,0.14,0,0,0,0
2417,Suat Serdar,de GER,MF,MF,Hellas Verona,it Serie A,28,1997,12.3,2,19,7,36.8,1.54,0.57,0.11,0.29,0,0
2418,Manuel Serrano,es ESP,DF,DF,Real Madrid,es La Liga,21,2004,0.1,0,0,0,0,0,0,0,0,0,0
2419,Nicolás Serrano,es ESP,MF,MF,Athletic Club,es La Liga,22,2003,4.1,1,16,4,25,3.93,0.98,0.06,0.25,0,0
2420,Benjamin Šeško,si SVN,FW,FW,Manchester Utd,eng Premier League,22,2003,18.3,11,61,34,55.7,3.34,1.86,0.18,0.32,0,0
2421,Ryan Sessegnon,eng ENG,DFMF,DF,Fulham,eng Premier League,25,2000,20.3,3,16,4,25,0.79,0.2,0.19,0.75,0,0
2422,Stephan El Shaarawy,it ITA,MFFW,MF,Roma,it Serie A,32,1992,7.4,1,18,7,38.9,2.43,0.95,0.06,0.14,0,0
2423,Luke Shaw,eng ENG,DF,DF,Manchester Utd,eng Premier League,30,1995,35.8,1,10,3,30,0.28,0.08,0.1,0.33,0,0
2424,Kento Shiogai,jp JPN,MF,MF,Wolfsburg,de Bundesliga,20,2005,3.5,1,9,6,66.7,2.55,1.7,0.11,0.17,0,0
2425,Kwasi Sibo,gh GHA,MF,MF,Oviedo,es La Liga,27,1998,18.7,0,9,2,22.2,0.48,0.11,0,0,0,0
2426,Djibril Sidibé,fr FRA,MFDF,MF,Toulouse,fr Ligue 1,33,1992,23.8,3,8,5,62.5,0.34,0.21,0.25,0.4,1,2
2427,Armindo Sieb,de GER,FW,FW,Mainz 05,de Bundesliga,22,2003,6.1,2,18,6,33.3,2.96,0.99,0.11,0.33,0,0
2428,Jamil Siebert,de GER,DF,DF,Lecce,it Serie A,23,2002,18.9,1,6,2,33.3,0.32,0.11,0.17,0.5,0,0
2429,Francisco Sierralta,cl CHI,DF,DF,Auxerre,fr Ligue 1,28,1997,9.6,1,7,2,28.6,0.73,0.21,0.14,0.5,0,0
2430,Tim Siersleben,de GER,DF,DF,Heidenheim,de Bundesliga,25,2000,12,0,5,3,60,0.42,0.25,0,0,0,0
2431,Mathys Silestrie,fr FRA,GK,GK,Rennes,fr Ligue 1,19,2005,2,0,0,0,0,0,0,0,0,0,0
2432,André Silva,pt POR,FW,FW,Elche,es La Liga,29,1995,20.5,10,57,29,50.9,2.77,1.41,0.12,0.24,3,3
2433,Bernardo Silva,pt POR,MF,MF,Manchester City,eng Premier League,30,1994,31.9,2,30,7,23.3,0.94,0.22,0.07,0.29,0,0
